student_id,avg_sgpa,sgpa_std,trend_slope,completed_credits,remaining_credits,target_cgpa,required_sgpa,performance_level,chance_label
1118,8.19,0.36,0.152,106.0,18.0,7.32,2.18,Good,High
1119,7.59,0.23,0.195,86.0,44.0,7.55,7.47,Good,Medium
1120,9.2,0.13,0.26,46.0,20.0,8.59,7.2,Excellent,High
1121,7.34,0.33,-0.226,88.0,20.0,7.24,6.8,Good,Medium
1122,7.09,0.62,1.24,50.0,40.0,9.01,11.4,Good,Low
1123,8.54,0.47,-0.0,134.0,118.0,8.77,9.03,Excellent,Medium
1124,9.21,0.15,0.04,106.0,42.0,9.38,9.82,Excellent,Medium
1125,9.78,0.22,0.045,66.0,20.0,9.95,10.52,Excellent,Low
1126,7.81,0.26,0.131,126.0,78.0,9.48,12.18,Good,Low
1127,5.42,0.67,0.365,136.0,40.0,5.51,5.8,Below Average,Medium
1128,9.46,0.36,0.34,70.0,40.0,9.28,8.97,Excellent,High
1129,8.84,0.49,0.255,126.0,92.0,7.95,6.73,Excellent,High
1130,6.38,0.36,0.146,98.0,68.0,7.34,8.73,Average,Low
1131,4.83,0.09,0.18,42.0,46.0,6.6,8.22,Below Average,Low
1132,9.38,0.43,0.167,134.0,118.0,9.78,10.24,Excellent,Low
1133,8.93,0.08,0.16,50.0,112.0,8.62,8.48,Excellent,High
1134,4.74,0.55,0.482,100.0,62.0,5.27,6.12,Below Average,Medium
1135,7.0,0.36,0.097,88.0,90.0,7.51,8.01,Average,Low
1136,9.51,0.42,0.166,120.0,18.0,9.42,8.82,Excellent,High
1137,7.85,0.32,-0.136,82.0,44.0,8.17,8.77,Good,Low
1138,6.5,0.48,0.565,64.0,74.0,8.45,10.13,Average,Low
1139,9.17,0.15,-0.089,84.0,108.0,9.03,8.92,Excellent,Medium
1140,9.24,0.22,0.21,62.0,116.0,9.01,8.89,Excellent,High
1141,5.62,0.32,-0.156,102.0,118.0,6.14,6.59,Average,Low
1142,7.33,0.19,-0.095,68.0,106.0,7.77,8.05,Good,Low
1143,8.86,0.43,0.174,108.0,20.0,9.53,13.17,Excellent,Low
1144,7.46,0.42,0.246,88.0,18.0,7.06,5.11,Good,High
1145,6.73,0.41,-0.122,118.0,96.0,8.38,10.4,Average,Low
1146,9.06,0.45,0.168,114.0,26.0,9.99,14.07,Excellent,Low
1147,8.8,0.13,0.155,62.0,64.0,9.48,10.14,Excellent,Low
1148,7.62,0.27,0.093,88.0,110.0,8.54,9.28,Good,Low
1149,7.8,0.32,0.161,120.0,72.0,8.84,10.58,Good,Low
1150,7.47,0.02,-0.04,52.0,24.0,7.85,8.67,Good,Low
1151,6.71,0.22,-0.43,40.0,56.0,5.92,5.35,Average,Medium
1152,6.62,0.95,-0.8,86.0,38.0,6.79,7.19,Average,Low
1153,5.5,0.4,-0.004,86.0,42.0,6.73,9.25,Below Average,Low
1154,9.39,0.24,0.155,68.0,24.0,9.95,11.55,Excellent,Low
1155,7.01,0.63,0.44,74.0,102.0,8.44,9.48,Good,Low
1156,7.51,0.34,0.126,122.0,22.0,7.73,8.93,Good,Low
1157,7.33,0.08,-0.15,50.0,20.0,7.97,9.56,Good,Low
1158,8.82,0.11,0.22,44.0,60.0,8.0,7.4,Excellent,High
1159,6.61,0.44,-0.051,142.0,68.0,7.42,9.12,Average,Low
1160,7.15,0.44,0.215,70.0,110.0,6.18,5.56,Good,High
1161,6.7,0.56,-1.12,44.0,42.0,5.82,4.9,Average,Medium
1162,7.98,0.43,0.236,114.0,110.0,9.8,11.68,Good,Low
1163,5.05,0.41,0.495,76.0,22.0,6.48,11.42,Below Average,Low
1164,7.24,0.51,0.314,102.0,24.0,6.24,2.01,Good,High
1165,6.05,0.21,0.034,116.0,58.0,5.15,3.36,Average,High
1166,6.36,0.55,0.41,92.0,42.0,6.14,5.66,Average,High
1167,6.93,0.14,-0.27,42.0,44.0,8.21,9.44,Average,Low
1168,6.89,0.26,0.169,114.0,118.0,6.64,6.4,Average,High
1169,5.37,0.25,-0.49,42.0,72.0,5.06,4.88,Below Average,Medium
1170,5.62,0.01,-0.03,52.0,18.0,7.46,12.76,Average,Low
1171,7.43,0.1,-0.2,50.0,36.0,8.59,10.2,Good,Low
1172,9.39,0.41,-0.315,90.0,60.0,8.64,7.52,Excellent,High
1173,4.57,0.4,-0.329,80.0,80.0,6.53,8.49,Below Average,Low
1174,5.28,0.21,0.42,38.0,46.0,6.58,7.65,Below Average,Low
1175,9.38,0.34,0.099,104.0,108.0,9.51,9.64,Excellent,Medium
1176,7.11,0.6,-1.21,50.0,48.0,6.33,5.52,Good,Low
1177,4.82,0.28,0.139,132.0,26.0,5.62,9.68,Below Average,Low
1178,4.79,0.32,0.64,44.0,116.0,5.48,5.74,Below Average,Medium
1179,8.01,0.28,0.024,104.0,92.0,7.7,7.35,Good,High
1180,7.52,0.18,0.36,44.0,70.0,6.55,5.94,Good,High
1181,5.3,0.49,0.233,132.0,68.0,5.48,5.82,Below Average,Medium
1182,7.52,0.09,-0.1,74.0,84.0,8.73,9.79,Good,Low
1183,5.6,0.01,-0.02,50.0,20.0,7.07,10.74,Average,Low
1184,6.89,0.2,0.101,92.0,84.0,6.13,5.29,Average,High
1185,6.79,0.52,-0.334,86.0,18.0,5.89,1.58,Average,High
1186,7.56,0.19,0.015,58.0,36.0,7.13,6.44,Good,High
1187,5.24,0.44,0.045,68.0,112.0,6.67,7.54,Below Average,Low
1188,8.93,0.44,0.239,136.0,62.0,8.87,8.74,Excellent,Medium
1189,6.28,0.08,-0.015,54.0,102.0,6.08,5.97,Average,Medium
1190,8.53,0.41,0.171,116.0,18.0,8.14,5.62,Excellent,High
1191,6.36,0.21,0.41,46.0,48.0,6.88,7.38,Average,Medium
1192,4.79,0.25,-0.033,100.0,90.0,5.0,5.23,Below Average,Medium
1193,5.92,0.38,0.245,84.0,68.0,7.36,9.14,Average,Low
1194,6.35,0.16,-0.119,96.0,20.0,6.81,9.02,Average,Low
1195,7.45,0.13,-0.125,60.0,76.0,8.43,9.2,Good,Low
1196,8.62,0.35,-0.06,142.0,84.0,9.24,10.28,Excellent,Low
1197,7.78,0.62,-0.231,126.0,24.0,9.39,17.83,Good,Low
1198,6.95,0.27,0.007,110.0,118.0,8.84,10.6,Average,Low
1199,6.4,0.27,-0.046,138.0,110.0,6.47,6.56,Average,Medium
1200,8.5,0.37,-0.194,86.0,68.0,8.41,8.29,Excellent,Medium
